epoch,step,train_loss
2,49,10.588027000427246
4,99,3.359032154083252
7,149,3.493330955505371
9,199,7.905562400817871
12,249,4.38499641418457
14,299,7.6710286140441895
17,349,6.978105068206787
19,399,7.157309532165527
22,449,8.469856262207031
24,499,6.661197662353516
27,549,1.0297658443450928
29,599,4.669612884521484
32,649,3.557861566543579
34,699,5.9998579025268555
37,749,3.9891481399536133
39,799,8.538848876953125
42,849,0.5104023218154907
44,899,4.270534515380859
47,949,4.477831840515137
49,999,6.283382415771484
