epoch,step,train_loss
9,49,4.185850143432617
19,99,7.001851558685303
29,149,5.367524147033691
39,199,4.369172096252441
49,249,3.8489327430725098
59,299,4.284758567810059
69,349,4.711894512176514
79,399,7.560362339019775
89,449,4.1335930824279785
99,499,4.80772590637207
109,549,4.358461380004883
119,599,4.004466533660889
129,649,3.661694049835205
139,699,4.585053443908691
149,749,4.012842655181885
159,799,4.972476959228516
169,849,4.129631996154785
179,899,5.6562676429748535
189,949,9.133733749389648
199,999,3.726451873779297
209,1049,2.8930540084838867
219,1099,2.5299012660980225
229,1149,6.925293445587158
239,1199,4.051584243774414
249,1249,4.206552505493164
259,1299,4.85772705078125
269,1349,5.523873329162598
279,1399,4.356911659240723
289,1449,4.548806190490723
299,1499,4.038139343261719
309,1549,3.9693775177001953
319,1599,4.9860053062438965
329,1649,4.335379600524902
339,1699,4.395689010620117
349,1749,6.146074295043945
359,1799,4.805545806884766
369,1849,3.8099634647369385
379,1899,5.981123924255371
389,1949,6.29830265045166
399,1999,6.020694732666016
409,2049,5.980855941772461
419,2099,6.301078796386719
429,2149,4.344449043273926
439,2199,7.571043968200684
449,2249,3.2534008026123047
459,2299,3.355541229248047
469,2349,6.205555438995361
479,2399,3.4128642082214355
489,2449,2.722381114959717
499,2499,6.0003156661987305
