epoch,step,train_loss
9,49,5.357539176940918
19,99,4.586560249328613
29,149,8.539508819580078
39,199,3.587409496307373
49,249,5.186898231506348
59,299,3.8471574783325195
69,349,4.898534774780273
79,399,3.311427593231201
89,449,7.060260772705078
99,499,8.227838516235352
109,549,6.766854763031006
119,599,4.688667297363281
129,649,6.732381343841553
139,699,4.7570648193359375
149,749,3.819082021713257
159,799,1.9141441583633423
169,849,3.799940824508667
179,899,4.723818778991699
189,949,5.4976806640625
199,999,3.0758776664733887
209,1049,3.5477232933044434
219,1099,7.753350257873535
229,1149,4.183545112609863
239,1199,3.257078170776367
249,1249,2.4202895164489746
259,1299,6.6470746994018555
269,1349,3.3622701168060303
279,1399,4.508911609649658
289,1449,4.97305965423584
299,1499,8.785957336425781
309,1549,3.8357980251312256
319,1599,3.478036880493164
329,1649,3.78580379486084
339,1699,5.053664207458496
349,1749,3.4307973384857178
359,1799,3.8964009284973145
369,1849,7.645045280456543
379,1899,2.78578782081604
389,1949,2.6567084789276123
399,1999,2.855738639831543
409,2049,2.6668758392333984
419,2099,3.3863492012023926
429,2149,7.041072368621826
439,2199,2.0151727199554443
449,2249,3.3682971000671387
459,2299,5.328479766845703
469,2349,7.09126091003418
479,2399,5.825747489929199
489,2449,5.38538122177124
499,2499,1.7342475652694702
