epoch,step,train_loss
2,49,4.147775650024414
4,99,5.26761531829834
7,149,13.257041931152344
9,199,5.160600662231445
12,249,5.963878631591797
14,299,7.774054527282715
17,349,8.490470886230469
19,399,5.564556121826172
22,449,4.8766937255859375
24,499,3.9848148822784424
27,549,4.7657151222229
29,599,6.3135986328125
32,649,4.3816237449646
34,699,3.8501393795013428
37,749,4.196942329406738
39,799,4.878757953643799
42,849,5.643648147583008
44,899,5.5707268714904785
47,949,4.364447593688965
49,999,1.779660940170288
52,1049,4.510101318359375
54,1099,1.6897766590118408
57,1149,3.6069178581237793
59,1199,5.4797163009643555
62,1249,4.000685691833496
64,1299,4.68305778503418
67,1349,3.845595359802246
69,1399,2.4192285537719727
