epoch,step,train_loss
2,49,22.899860382080078
4,99,7.484594345092773
7,149,8.221136093139648
9,199,85.9369888305664
12,249,10.668763160705566
14,299,6.309954643249512
17,349,8.089134216308594
19,399,42.14640808105469
22,449,7.708012580871582
24,499,13.442061424255371
27,549,7.297888278961182
29,599,9.77511978149414
32,649,7.5045013427734375
34,699,7.408299446105957
37,749,8.944782257080078
39,799,6.717960357666016
42,849,6.894312858581543
44,899,9.823857307434082
47,949,8.51104736328125
49,999,7.287932395935059
52,1049,7.660738945007324
54,1099,9.888504028320312
57,1149,11.483402252197266
59,1199,7.068917274475098
62,1249,22.66250991821289
64,1299,7.5337958335876465
67,1349,12.561092376708984
69,1399,7.231616497039795
72,1449,8.288618087768555
74,1499,19.825408935546875
77,1549,7.63972282409668
79,1599,7.4539008140563965
82,1649,8.43267822265625
84,1699,20.256927490234375
87,1749,8.737634658813477
89,1799,8.099016189575195
92,1849,13.428349494934082
94,1899,9.58948040008545
97,1949,7.581422805786133
99,1999,7.834125518798828
