epoch,step,train_loss
2,49,8.242117881774902
4,99,12.463590621948242
7,149,10.370885848999023
9,199,12.113838195800781
12,249,13.769304275512695
14,299,11.132257461547852
17,349,6.539488792419434
19,399,4.654481410980225
22,449,4.57277774810791
24,499,7.155757427215576
27,549,12.953056335449219
29,599,12.041887283325195
32,649,5.12473726272583
34,699,10.793635368347168
37,749,5.008369445800781
39,799,4.499053955078125
42,849,5.370952129364014
44,899,4.966965675354004
47,949,7.812451362609863
49,999,7.939878463745117
