epoch,step,train_loss
2,49,107.22804260253906
4,99,20.859806060791016
7,149,20.142589569091797
9,199,11.639568328857422
12,249,7.69809103012085
14,299,45.92937469482422
17,349,9.338683128356934
19,399,32.036048889160156
22,449,7.937373161315918
24,499,8.18813419342041
27,549,7.474662780761719
29,599,6.143282890319824
32,649,6.18703031539917
34,699,7.314691543579102
37,749,16.97420883178711
39,799,7.8733110427856445
42,849,7.089313507080078
44,899,18.969406127929688
47,949,6.255738258361816
49,999,8.20112133026123
52,1049,7.185253620147705
54,1099,7.488436222076416
57,1149,7.25176477432251
59,1199,17.066146850585938
62,1249,7.337637424468994
64,1299,13.174240112304688
67,1349,8.051628112792969
69,1399,6.373836517333984
72,1449,8.119470596313477
74,1499,6.451888084411621
77,1549,7.880977630615234
79,1599,8.476588249206543
82,1649,7.209671974182129
84,1699,7.344188213348389
87,1749,7.868362903594971
89,1799,9.591719627380371
92,1849,9.570123672485352
94,1899,14.86289119720459
97,1949,12.25351333618164
99,1999,8.229925155639648
